No,E.Coli,Coliform,Arsen (As),Total Kromium (Cr-T),Kadmium (Cd),Nitrit (NO2-N),Nitrat (NO3-N),Selenium (Se),Alumunium (Al),pH,Sulfat (SO4),Tembaga (Cu),Padatan Terlarut Total (TDS),Kekeruhan,Kelayakan
197,"0,38","0,38","0,16","0,84","0,09","1,55","4,37","0,03","0,08","3,633162829","290,6906613",0,"411,6160703","2,416402098",2
198,"0,53","0,53","0,1","0,25","0,1","1,27","4,45","0,05","0,08","4,812433652","350,3970819","0,65","423,1100797","3,582882369",2
199,0,0,"0,001932862834","0,02188088686","0,002438002848","0,37","6,84","0,006706251248","0,1291703019","8,116696321","4,105937754","0,19","101,7473318","1,958448318",1
200,"0,27","0,27","0,06","0,07","0,07","1,9","4,13","0,01","0,07","6,604007989","385,0434376","1,37","382,7579656","3,279006327",2
201,"0,38","0,38","0,79","0,02","0,06","1,67","15,17","0,02","0,06","6,039823242","345,1798873","0,08","329,7408617","4,47514849",2
202,"0,89","0,89","0,001","0,33","0,002","1,51","12,11","0,02","3,09","9,802720782","299,2416239","1,94","412,3204898","4,588784657",2
203,0,0,"0,008907347488","0,03861119302","0,001499255964","0,64","19,42","0,002162317009","0,04938852944","6,88522364","3,920716018","0,95","221,2285262","3,375595518",1
204,"0,97","0,97","0,94","0,77","0,08","1,35","12,95","0,05","0,08","7,493843861","285,3320258","0,02","417,4125312","5,164944785",2
205,0,0,"0,4","0,19","0,08","1,55","12,19","0,02","2,34","8,072612403","347,4212659","1,64","487,9972616","3,423831621",2
206,"0,42","0,42","0,33","0,15","0,04","1,68","17,53","0,04","0,08","9,149733927","306,6854553","1,43","508,345207","4,571823611",2
207,"0,5","0,5","0,01","0,03","0,04","0,05","17,49","0,02","0,03","6,255070001","391,6668777","1,03","499,8669939","2,534499478",2
208,"0,25","0,25","0,02","0,46","0,008","1,5","9,14","0,1","3,01","4,197583589","311,2535646","0,62","498,2829782","4,308256961",2
209,"0,82","0,82","0,02","0,57","0,008","1,79","11,71","0,08","2,09","8,787667941","325,3538597","0,95","405,9001841","4,816705216",2
210,0,0,"0,02","0,07","0,09","2,32","8,5","0,06","0,03","10,16483856","419,7164117","0,87","392,433377","4,654177335",2
211,"0,31","0,31","0,39","0,63","0,06","1,32","13,57","0,09","2,52","5,652501287","323,999049","1,47","315,4790704","4,261504364",2
212,0,0,"0,007439139592","0,01503279361","0,0009920120253","0,12","1,79","0,006182003169","0,0363868598","8,23779713","22,51913135",0,"125,6443696","0,288569113",1
213,0,0,"0,002686860077","0,02577417723","0,00248302307","0,19","6,45","0,003302775923","0,1231272574","7,233555272","33,78038042",0,"215,0532768","4,422430542",1
214,"0,05","0,05","0,02","0,61","0,007","1,11","16,67","0,09","1,65","4,301373467","365,9413461","1,95","395,140783","4,616088554",2
215,"0,44","0,44","0,52","0,03","0,08","1,57","7,46","0,02","0,09","5,38984593","305,8077374","0,57","347,8044159","3,240419097",2
216,0,0,"0,92","0,74","0,06","1,75","13,86","0,07","2,74","4,103867855","376,9519325","1,74","517,9357855","4,151865853",2
217,0,0,"0,08","0,05","0,06","0,44","18,62","0,08","0,09","7,451888779","321,8652502","0,03","389,0308888","4,342759277",2
218,0,0,"0,008190329053","0,04977093024","0,002432610899","1,74","13,08","0,007504099808","0,150043425","6,517791636","25,46373113","1,79","87,81381655","0,4614687141",1
219,"0,75","0,75","0,04","0,63","0,001","1,66","13,05","0,08","0,57","8,075494508","330,1321385","0,29","452,445746","3,997969671",2
220,"0,36","0,36","0,06","0,1","0,09","1,2","18,84","0,08","0,04","7,846057926","319,2029353","1,38","323,962695","4,157927298",2
221,0,0,"0,33","0,48","0,07","2,07","11,75","0,03","2,11","8,058135997","295,3510702","0,75","427,6643022","3,397302572",2
222,0,0,"0,003057125143","0,02429602869","0,002377200862","1,2","8,95","0,003032384845","0,02120666247","7,381909826","11,05269095","0,63","234,2356851","0,4483273199",1
223,"0,3","0,3","0,04","0,03","0,01","1,75","0,29","0,08","0,06","5,744067537","304,5279374","1,59","435,5233975","4,725746456",2
224,"0,02","0,02","0,02","0,07","0,02","0,68","14,48","0,07","0,04","7,444165852","342,4414335","1,14","449,9510828","4,86854263",2
225,0,0,"0,06","0,06","0,03","0,91","11,42","0,09","0,01","8,376279725","385,2366564","0,29","343,9724054","3,8391854",2
226,"0,76","0,76","0,02","0,39","0,006","1,75","6,92","0,09","0,04","5,477283049","297,0781535","0,87","328,7009606","2,775635434",2
227,"0,61","0,61","0,08","0,03","0,03","0,43","2,65",0,"0,04","8,313773604","322,3565719","1,63","417,6737022","4,356279098",2
228,0,0,"0,006375547683","0,0246558689","0,002696341903","1,04","17,66","0,003746012091","0,02066010547","8,289941221","13,67786185","1,17","148,043381","1,853378015",1
229,0,0,"0,01","0,06","0,02","0,91","3,62","0,06",0,"8,297725878","362,3521434","0,79","411,4244826","3,73788278",2
230,0,0,"0,63","0,15","0,08","2,25","11,7","0,01","1,3","6,265637344","355,6888923","0,33","443,8433994","5,436819304",2
231,"0,51","0,51","0,08","0,04","0,07","1,53","13,73","0,08","0,01","9,895889213","385,1973553","1,65","528,2800236","4,477960248",2
232,0,0,"0,27","0,15","0,09","1,95","11,18","0,01","2,57","6,124847329","247,3354119","1,65","501,4468337","3,769699537",2
233,"0,41","0,41","0,78","0,04","0,04","1,51","7,41","0,02",0,"8,264090516","387,9046319","0,87","303,5967986","2,857687205",2
234,0,0,"0,00751641151","0,02629718965","0,002800791676","1,91","6,09","0,006819362112","0,02166142993","8,372799815","22,08135422","1,03","239,9400743","2,304957753",1
235,0,0,"0,003801673192","0,03892585939","0,002676975248","1,91","2,15","0,008530463667","0,1713033877","7,359873394","7,572064834","0,84","286,956212","4,589971095",1
236,"0,89","0,89","0,58","0,83","0,07","2,21","13,07","0,06","0,02","6,187938054","335,2793762","0,02","452,1872326","3,62463525",2
237,"0,17","0,17","0,1","0,02","0,04","0,99","6,49","0,03","0,04","6,420640206","351,2781336","1,65","471,1781088","3,923356036",2
238,0,0,"0,00754489314","0,04085728572","0,0003906249467","0,52","12,05","0,001939806897","0,07081551299","7,432937139","30,53265441","0,03","122,4762235","1,632114841",1
239,0,0,"0,08","0,01","0,06","0,63","17,07","0,01","0,1","5,01804587","290,7403373","1,75","448,1516693","3,311808138",2
240,"0,93","0,93","0,02","0,12","0,006","1,84","16,14","0,05","1,51","6,425873866","304,5285212","1,41","363,4718511","4,935240394",2
241,0,0,"0,01","0,85","0,007","1,83","14,77","0,07","0,69","5,827541212","364,4876872","0,08","424,2511621","3,15633142",2
242,"0,74","0,74","0,05","0,06","0,02","1,93","11,32","0,01","0,09","8,641634075","346,6274674","1,65","567,7842757","4,078277145",2
243,"0,72","0,72","0,29","0,01","0,11","1,9","17,3","0,04","0,21","3,906078355","417,2453878","1,19","521,1405236","3,57744746",2
244,"0,37","0,37","0,2","0,13","0,04","1,2","9,54","0,09","0,07","9,504157788","381,6493229","1,22","421,220228","2,930364596",2
245,0,0,"0,006810085043","0,04135516634","0,0009968230606","0,2","11,24","0,002309530454","0,09951270026","8,017076908","32,915715","0,1","81,86555052","2,71591931",1
246,"0,03","0,03","0,004375559337","0,04075471347","0,002825438272","1,82","10,84","0,008324120472","0,1918586097","7,604689241","29,56035773","0,18","287,5888645","2,646061896",1
247,"0,83","0,83","0,53","0,88","0,06","1,76","2,12","0,07","0,32","3,928556492","314,922739","1,89","446,4507253","3,170543087",2
248,"0,49","0,49","0,05","0,09","0,03","1,26","15,58","0,01","0,08","8,811472248","398,3505168","1,29","426,9859417","3,293848374",2
249,0,0,"0,06","0,06","0,06","1,45","7,29","0,07","0,02","10,03393346","328,81876","0,02","330,9148199","3,58986576",2
250,"0,83","0,83","0,03","0,3","0,002","1,47","10,49","0,09","2,4","7,793833573","350,835986","0,78","420,3942228","3,434538463",2
251,"0,65","0,65","0,05","0,3","0,005","1,94","7,77","0,02","1,36","6,427512443","336,477616","0,27","453,9547573","1,917754393",2
252,0,0,"0,05","0,02","0,01","0,43","3,7","0,01","0,07","6,665495068","241,1262977","0,1","390,8049553","4,41481891",2
253,0,0,"0,76","0,85","0,06","2,06","6,32","0,03","0,98","7,876495131","294,2600762","0,77","507,4454883","3,08168124",2
254,0,0,"0,03","0,03",0,"0,11","7,84","0,03","0,02","9,608533594","234,8526993","0,8","434,7477154","3,880576017",2
255,"0,5","0,5","0,01","0,07",0,"1,95","10,33","0,06","0,08","7,992320364","336,4048187","0,01","547,0238303","3,633760608",2
256,"0,77","0,77","0,05","0,09","0,03","0,99","10,26","0,01","0,07","6,703486854","314,3174811","1,05","399,7669648","4,833345774",2
257,0,0,"0,0019177961","0,02099882552","0,0002116253166","1,19","2,64","0,00179147914","0,02768759609","7,645330425","25,28369227","0,05","84,96953785","3,932928271",1
258,0,0,"0,06","0,09","0,03","0,39","1,2","0,02",0,"6,020995363","299,5667509","0,01","446,8396726","3,622379242",2
259,0,0,"0,05","0,06","0,05","0,47","0,66","0,1","0,03","7,95145117","319,522689","0,01","460,8124249","3,872027137",2
260,"0,89","0,89","0,04","0,38","0,004","1,61","9,73","0,05","2,82","5,628406919","339,7519188","0,86","384,308673","3,914543611",2
261,0,0,"1,03","0,38","0,1","1,62","10,36","0,05","2,87","6,347020018","289,4136361","0,86","278,2606084","4,445946436",2
262,0,0,"0,75","0,59","0,05","1,93","14,55","0,09","3,73","6,006769481","316,5527914","1,54","299,2797747","3,167712353",2
263,"0,44","0,44","0,03","0,42","0,002","1,83","15,88","0,1","0,06","5,590614436","387,1753165","1,31","382,0567584","4,863377535",2
264,0,0,"0,03","0,04","0,09","0,04","18,39","0,06","0,04","7,313446756","328,1395817","0,18","377,198273","4,179197763",2
265,0,0,"0,1","0,04","0,03","2,36","10,09","0,08","0,08","5,495975999","336,0624457","1,29","487,3391693","3,760298085",2
266,"0,29","0,29","0,03","0,04","0,1","1,48","15,72","0,05","0,01","9,338235018","335,6387257","1,95","553,6444595","3,844019871",2
267,0,0,"0,02","0,02","0,02","0,78","18,48","0,1","0,02","7,76414261","410,358673","1,78","448,5956405","4,061644661",2
268,"0,54","0,54","0,02","0,24","0,005","1,95","1,4","0,05","0,01","6,665774201","334,8899106","0,28","353,6540461","4,104698561",2
269,0,0,"0,008144117385","0,01135407577","0,002346179568","1,69","1,18","0,00290724717","0,09471237777","7,765119002","33,66477728","0,06","203,2320555","4,956799298",1
270,0,0,"0,004052963335","0,03386105753","0,0005654188945","1,11","6,6","0,009537824117","0,1502591166","7,318732173","28,37951059","0,77","68,26198265","2,570344447",1
271,"0,48","0,48","0,02","0,43","0,003","1,68","10,15","0,06","4,71","6,655605026","308,9314206","1,83","412,0389222","4,038829793",2
272,"0,65","0,65","0,09","0,02","0,08","0,3","14,1","0,06","0,04","8,561218924","394,001195","1,5","367,9048021","3,186823455",2
273,0,0,"0,001514303317","0,03917736869","0,001474493402","1,27","12,25","0,005879996111","0,03112338755","8,066571725","1,3829152","1,04","178,6811051","4,035936412",1
274,"0,84","0,84","0,02","0,08","0,1","0,03","15,27","0,03","0,08","6,396569931","355,2116785","1,36","354,1018299","3,19834386",2
275,"0,41","0,41","0,04","0,05","0,005","1,27","1,68","0,05","0,1","9,130607244","356,6901736","0,11","367,8975629","4,197595209",2
276,"0,51","0,51","0,84","0,46","0,04","1,92","5,18","0,07","0,01","4,740056688","330,7896948","0,14","326,2690802","4,816304244",2
277,"0,48","0,48","0,8","0,04","0,12","1,93","6,58","0,05","3,7","8,758824521","334,6195242","0,57","349,9821732","3,338021759",2
278,"0,69","0,69","0,73","0,64","0,1","1,75","1,61","0,07","0,18","8,210357973","397,4319622",0,"437,3485849","3,872018159",2
279,"0,5","0,5","0,47","0,36","0,12","2,04","8,3","0,09","4,6","6,975392341","409,3809084","0,88","414,4270167","5,138047828",2
280,0,0,"0,002679410493","0,04623261225","0,0004439476545","1,57","7,01","0,008600430502","0,1952559444","8,35126748","5,28787371","1,54","216,4761848","2,393877776",1
281,0,0,"0,71","0,3","0,09","1,2","17,94",0,"3,07","9,281302611","399,5831549","1,24","420,4291096","3,285186851",2
282,"0,43","0,43","0,04","0,86","0,008","1,86","9,33","0,08","4,12","6,344095425","332,0302848","1,29","541,6014377","4,827704247",2
283,"0,25","0,25","0,03","0,41","0,002","1,56","7,36","0,09","2,74","5,966000489","278,7422964","0,66","350,6034312","3,730369857",2
284,0,0,"0,02","0,08","0,03","0,06","0,72",0,"0,08","5,036453976","339,8389768","0,71","412,9868338","2,865031443",2
285,"0,27","0,27","0,03","0,87","0,001","1,64","13,47","0,04","0,09","6,150553015","362,3521434","1,76","360,0604774","4,422269233",2
286,0,0,"0,02","0,09","0,05","0,69","17,14","0,09","0,1","6,737004072","381,1804665","0,03","409,0665769","3,299047219",2
287,"0,19","0,19","0,02","0,48","0,004","1,09","13,16","0,08","0,09","6,985303737","306,4795583","0,7","522,888054","3,025707369",2
288,0,0,"0,09","0,01","0,08","0,97","8,91","0,04","0,06","8,250830009","240,9367221","1,21","444,7942767","3,891124346",2
289,0,0,"0,003540533368","0,01651605886","0,001391494854","1,34","0,9","0,00628475413","0,1136506083","8,200390341","24,03820605","0,39","138,6629633","3,818895551",1
290,0,0,"0,004155629698","0,04567299319","0,0007731108608","1,44","2,68","0,009737169715","0,117472232","7,075801699","10,86338428","1,08","158,0224473","4,441741401",1
291,"0,32","0,32","0,04","0,84","0,003","1,73","18,91","0,02","0,22","7,38658182","387,9046319","1,92","330,067379","3,846611901",2
292,0,0,"0,08","0,01","0,05","2,3","17,06","0,07","0,08","8,860324242","399,9407844","0,03","391,2387137","4,89205044",2
293,0,0,"0,02","0,03","0,04","0,13","14,48","0,02","0,1","6,865125275","309,6145601","0,03","391,599708","4,374332547",2
294,"0,74","0,74","0,05","0,15","0,12","2,04","11,09","0,1","0,09","7,443189014","313,8662822","0,04","303,2563429","3,659484625",2
295,"0,23","0,23","0,03","0,02","0,08","2,05","7,56","0,01","0,07","4,663492192","318,5152705","0,68","342,1112863","4,069165567",2
296,0,0,"0,01","0,01","0,08","1,41","2,79","0,09","0,09","7,456250785","409,3809084","1,33","527,449342","3,322065007",2
297,0,0,"0,00856352913","0,01043127863","0,001979163048","1,72","18,83","0,006282662388","0,1186333129","7,628186271","12,08111169","0,02","61,94339826","4,948904604",1
298,0,0,"0,01","0,22","0,007","1,73","13,82",0,"3,59","7,860106422","342,7208077","1,82","450,7183341","4,54810035",2
299,0,0,"0,007972200236","0,01526505453","0,00173200563","1,22","15,08","0,003566048728","0,04646241917","6,684920966","4,570573477","1,98","294,0330709","0,7425089585",1
300,"0,11","0,11","0,03",0,"0,02","0,69","16,33","0,1",0,"9,241419974","297,5127991","1,15","401,7754572","5,930227577",2
301,"0,6","0,6","0,06","0,07","0,04","1,16","0,37","0,06","0,1","7,449659686","389,3369928","0,9","343,2655565","3,395331743",2
302,0,0,"0,003449529009","0,04061053765","0,0003543524611","0,34","1,49","0,003070227859","0,01086922204","7,185004365","19,50842771","0,06","120,8699611","3,820087352",1
303,0,0,"0,05","0,05","0,09","0,9","12,09","0,06","0,01","1,431781555","335,7544386","0,01","530,7996675","5,461473096",2
304,0,0,"0,009538143685","0,02305108905","0,0004621634503","2,2","1,33","0,005712162446","0,05597510475","6,927578685","37,61410076","1,77","266,6205199","3,203512484",1
305,"0,55","0,55","0,04","0,7","0,002","1,49","8,49","0,08","0,29","7,33810761","304,0019928","1,51","288,3514711","4,25187617",2
306,"0,44","0,44","0,04","0,08","0,09","1,37","7,26","0,02","0,02","7,700362305","317,2791232","0,57","498,6508327","4,327356027",2
307,"0,84","0,84","0,72","0,72","0,03","1,56","5,34","0,07","0,19","7,094830834","324,3831702","0,04","411,1474331","5,036334154",2
308,0,0,"0,008971732234","0,01942906913","0,0005803469743","1,92","3,27","0,003202966974","0,0966252685","7,015243569","22,36586621","1,88","171,9204505","0,9303540056",1
309,"0,43","0,43","0,57","0,56","0,11","1,86","9,25","0,02","0,07","6,268402756","426,5000222","0,03","398,8062464","3,009289196",2
310,0,0,"0,04","0,72","0,004","1,33","12,44","0,06","1,25","5,296578804","303,6469276","1,05","472,7093809","2,978925445",2
311,0,0,"0,009841784942","0,03795635098","0,001133357624","1,77","2,02","0,009593752393","0,1554763986","8,033502897","22,45662414","0,66","156,045834","4,834418293",1
312,0,0,"0,004140926662","0,01598777943","0,002931758145","1,46","14,59","0,007044750186","0,1104816682","6,701185556","32,03999445","1,28","195,4478257","4,354159154",1
313,"0,7","0,7","0,63","0,51","0,02","1,31","2,03","0,09","0,09","6,028348785","324,8707242","1,35","551,8500902","4,108856703",2
314,0,0,"0,66","0,78","0,04","1,56","14,28","0,05","3,64","7,191024857","344,0142562","1,92","297,61154","3,981968832",2
315,"0,5","0,5","0,06","0,05","0,04","1,17","9,01","0,09",0,"6,373288071","337,137553","0,88","290,8894718","2,988611444",2
316,"0,28","0,28","0,38","0,57","0,01","1,69","0,64","0,05","4,98","7,22168944","398,1619036","1,18","379,5645636","3,281920559",2
317,"0,07","0,07","0,04",0,"0,06","0,96","0,45","0,03","0,04","6,323040314","286,7651014","0,01","490,5125389","2,942115367",2
318,"0,55","0,55","0,3","0,7","0,01","1,65","9,35","0,08","0,09","5,514062185","325,2288808","1,51","571,5755053","4,123239479",2
319,"0,14","0,14","0,05","0,49","0,007","1,3","18,37","0,04","0,15","7,296908882","285,8993855","0,09","503,8963569","3,218709224",2
320,"0,7","0,7","0,07","0,03","0,06","0,15","14,1","0,02","0,02","6,745306715","323,1557769","0,51","494,4842495","3,227360082",2
321,"0,28","0,28","0,03","0,33","0,008","1,56","18,72","0,01","0,08","5,844673796","309,8007964","0,54","553,6444595","4,126407533",2
322,"0,11","0,11","0,28","0,71","0,01","1,85","16,18","0,09","3,77","7,885678999","407,4179772","0,81","444,1166326","5,147535911",2
323,0,0,"0,03","0,07",0,"1,73","19,11","0,08","0,07","8,4695373","310,1605449","0,49","410,625098","4,370404422",2
324,0,0,"0,04","0,66","0,002","1,63","14,75","0,08","3,57","7,793914804","398,6477857","1,8","530,2483872","4,115695844",2
325,0,0,"0,04","0,02","0,03","0,76","13,05","0,08","0,05","6,45278075","412,0371203","0,06","330,067379","5,56826494",2
326,0,0,"0,06","0,04","0,08","0,7","4,95","0,01","0,05","5,492155983","352,5058976","0,05","384,0115576","3,681765114",2
327,0,0,"0,02","0,03","0,08","0,08","14,14","0,06","0,07","7,249257333","385,9756505","1,63","396,3765543","3,695746982",2
328,0,0,"0,001","0,63","0,002","1,09","13,53","0,09","2,47","8,684778672","305,6164225","1,47","400,6118991","2,777726265",2
329,"0,84","0,84","0,08","0,08","0,03","0,81","4,45","0,07","0,04","9,056244707","375,8991686","0,04","439,1127647","4,881101138",2
